R67,366155.9101,8710594.1111,3452.7476,,,,,,,,,
123,366155.1579,8710591.7623,3454.4999,,,,,,,,,
4,366154.8836,8710591.8045,3454.5865,,,,,,,,,
500,366155.9670,8710591.5026,3454.3203,PP,,,,,,,,
501,366154.0619,8710592.1069,3454.2615,PP,,,,,,,,
