R12,366129.6767,8710489.2549,3453.2537,,,,,,,,,
1,366128.6024,8710486.6777,3452.8755,L,,,,,,,,
2,366128.8275,8710485.8585,3452.9277,L,,,,,,,,
3,366128.7335,8710484.9436,3452.8630,L,,,,,,,,
4,366129.0196,8710484.0696,3452.8031,L,,,,,,,,
5,366129.3933,8710483.1748,3452.8135,L,,,,,,,,
6,366129.6484,8710482.0003,3452.8572,L,,,,,,,,
7,366130.2486,8710480.8533,3452.8750,L,,,,,,,,
8,366130.3720,8710479.6673,3452.8997,L,,,,,,,,
9,366130.8885,8710478.2923,3452.9332,L,,,,,,,,
10,366131.0612,8710478.1577,3453.0135,L,,,,,,,,
11,366131.3357,8710476.9748,3453.0935,L,,,,,,,,
12,366131.6584,8710476.7216,3453.3911,L,,,,,,,,
13,366131.8876,8710475.2782,3453.5190,L,,,,,,,,
14,366132.2196,8710473.9917,3454.2439,L,,,,,,,,
15,366132.3995,8710473.0248,3454.5334,L,,,,,,,,
16,366132.7346,8710473.0226,3454.7552,L,,,,,,,,
17,366134.3147,8710472.9484,3454.9593,L,,,,,,,,
18,366134.5769,8710473.1479,3454.6484,L,,,,,,,,
19,366135.1075,8710473.1572,3454.6051,L,,,,,,,,
20,366135.4541,8710473.3001,3454.4385,L,,,,,,,,
21,366135.5223,8710473.6721,3454.4001,L,,,,,,,,
22,366135.7160,8710474.2430,3454.2449,L,,,,,,,,
23,366135.0407,8710476.4565,3453.9660,L,,,,,,,,
24,366135.4928,8710477.2114,3453.6543,L,,,,,,,,
25,366135.5934,8710477.3593,3453.2880,L,,,,,,,,
26,366134.5101,8710480.2297,3453.1874,L,,,,,,,,
27,366134.3967,8710481.7841,3453.1167,L,,,,,,,,
28,366133.5633,8710484.3846,3453.0522,L,,,,,,,,
29,366133.6125,8710485.1200,3453.0198,L,,,,,,,,
30,366133.6919,8710486.4872,3452.9676,L,,,,,,,,
31,366132.6490,8710487.6009,3452.9513,L,,,,,,,,
32,366134.0918,8710473.3034,3454.5806,T,,,,,,,,
33,366134.2276,8710472.8088,3454.9644,T,,,,,,,,
34,366134.2913,8710472.5796,3455.4024,T,,,,,,,,
35,366134.0354,8710473.5025,3455.5503,T,,,,,,,,
36,366133.3316,8710476.0462,3455.4691,T,,,,,,,,
37,366133.0082,8710477.2136,3455.6200,T,,,,,,,,
38,366132.2754,8710479.8632,3455.3579,T,,,,,,,,
39,366131.4377,8710482.8898,3455.1340,T,,,,,,,,
40,366131.2183,8710483.6880,3455.4973,T,,,,,,,,
41,366130.6821,8710485.6236,3455.3485,T,,,,,,,,
42,366130.3425,8710486.9515,3455.1766,T,,,,,,,,
43,366133.1745,8710477.1897,3452.0343,P,,,,,,,,
44,366132.2192,8710480.4834,3451.9247,P,,,,,,,,
45,366131.3160,8710483.6022,3451.9028,P,,,,,,,,
46,366130.7792,8710485.7859,3451.8124,P,,,,,,,,
47,366130.1663,8710487.7130,3451.8124,P,,,,,,,,
GGL5,366130.7228,8710486.4789,3455.1701,PP,,,,,,,,
R13,366176.9886,8710645.7528,3471.6834,,,,,,,,,
1,366181.2390,8710638.3002,3472.5693,L,,,,,,,,
2,366183.1671,8710635.7488,3472.9499,L,,,,,,,,
3,366184.0089,8710635.2891,3473.0763,L,,,,,,,,
4,366184.4808,8710635.0981,3473.1970,L,,,,,,,,
5,366186.3093,8710632.7785,3473.6649,L,,,,,,,,
6,366187.5838,8710631.6657,3474.1532,L,,,,,,,,
7,366187.9124,8710631.2482,3474.2646,L,,,,,,,,
8,366188.7594,8710631.3441,3474.3309,L,,,,,,,,
9,366190.1823,8710632.5357,3474.4342,L,,,,,,,,
10,366190.1661,8710633.3898,3474.3301,L,,,,,,,,
11,366190.2214,8710633.9073,3474.2304,L,,,,,,,,
12,366189.4475,8710634.9851,3473.8854,L,,,,,,,,
13,366189.1795,8710635.4301,3473.7409,L,,,,,,,,
14,366189.0531,8710635.5365,3473.5669,L,,,,,,,,
15,366186.5801,8710638.3599,3473.1234,L,,,,,,,,
16,366184.6791,8710640.2294,3472.7520,L,,,,,,,,
17,366184.2133,8710640.9402,3472.5769,L,,,,,,,,
18,366189.7192,8710631.7267,3474.8318,T,,,,,,,,
19,366189.9269,8710631.4980,3475.4165,T,,,,,,,,
20,366190.0219,8710631.3905,3475.9215,T,,,,,,,,
21,366190.0861,8710631.3215,3476.2979,T,,,,,,,,
22,366190.0086,8710631.4065,3476.5011,T,,,,,,,,
23,366188.7348,8710632.8096,3476.1957,T,,,,,,,,
24,366187.6738,8710633.9797,3476.1273,T,,,,,,,,
25,366185.5381,8710636.3325,3475.5672,T,,,,,,,,
26,366184.9873,8710636.9140,3475.7572,T,,,,,,,,
27,366183.9591,8710638.0696,3475.3482,T,,,,,,,,
28,366182.9199,8710639.2159,3474.9326,T,,,,,,,,
29,366181.8463,8710640.3992,3474.6121,T,,,,,,,,
30,366180.7077,8710641.6541,3474.1851,T,,,,,,,,
31,366187.7830,8710633.8608,3472.6974,P,,,,,,,,
32,366186.8624,8710634.8811,3472.5115,P,,,,,,,,
33,366186.0806,8710635.7553,3472.2157,P,,,,,,,,
34,366184.9142,8710637.0330,3471.9354,P,,,,,,,,
35,366183.6908,8710638.3791,3471.6321,P,,,,,,,,
36,366182.3973,8710639.7609,3471.3152,P,,,,,,,,
37,366180.6250,8710641.2365,3470.9431,P,,,,,,,,
38,366179.4634,8710642.6221,3470.7049,P,,,,,,,,
GRP,366186.3302,8710637.9027,3473.1207,PP,,,,,,,,
GRP1,366184.3166,8710635.0035,3473.2423,PP,,,,,,,,
1,366176.2221,8710641.7613,3471.2872,L,,,,,,,,
2,366176.0138,8710642.1881,3471.2328,L,,,,,,,,
3,366175.2405,8710642.0596,3471.0620,L,,,,,,,,
4,366175.1057,8710641.9402,3471.0370,L,,,,,,,,
5,366174.4232,8710640.7685,3470.8310,L,,,,,,,,
6,366173.6687,8710640.8422,3470.7560,L,,,,,,,,
7,366173.1619,8710641.0559,3470.6809,L,,,,,,,,
8,366172.9620,8710641.9208,3470.7070,L,,,,,,,,
9,366172.3456,8710642.4455,3470.5928,L,,,,,,,,
10,366171.9354,8710642.3080,3470.4411,L,,,,,,,,
11,366174.0906,8710640.6988,3471.0957,T,,,,,,,,
12,366174.1025,8710640.8307,3471.5611,T,,,,,,,,
13,366173.6350,8710641.2755,3471.9018,T,,,,,,,,
14,366174.0726,8710642.3709,3471.9974,T,,,,,,,,
15,366173.9719,8710643.2252,3472.5248,T,,,,,,,,
16,366174.0387,8710643.9398,3473.0149,T,,,,,,,,
17,366174.3966,8710644.2780,3473.3541,T,,,,,,,,
18,366173.9583,8710641.2986,3469.9599,P,,,,,,,,
19,366173.5973,8710642.3367,3469.8523,P,,,,,,,,
20,366173.6501,8710643.7936,3469.7617,P,,,,,,,,
21,366174.1902,8710644.5600,3469.8647,P,,,,,,,,
R15,366343.4971,8710675.5301,3452.5479,,,,,,,,,
1,366340.9124,8710679.7716,3452.2746,L,,,,,,,,
2,366340.1500,8710679.3452,3452.2682,L,,,,,,,,
3,366338.9815,8710678.9850,3452.1924,L,,,,,,,,
4,366338.0394,8710678.6354,3452.1554,L,,,,,,,,
5,366337.0701,8710678.1680,3452.1535,L,,,,,,,,
6,366335.7313,8710678.5175,3452.1796,L,,,,,,,,
7,366334.4262,8710678.1601,3452.1636,L,,,,,,,,
8,366333.5195,8710678.0940,3452.1634,L,,,,,,,,
9,366332.2896,8710678.1059,3452.1627,L,,,,,,,,
10,366331.7913,8710677.7239,3452.2376,L,,,,,,,,
11,366331.3668,8710676.8888,3452.2886,L,,,,,,,,
12,366331.1186,8710676.0451,3452.2825,L,,,,,,,,
13,366331.1870,8710675.3452,3452.2838,L,,,,,,,,
14,366331.3868,8710674.6603,3452.2878,L,,,,,,,,
15,366331.5979,8710674.6567,3452.2929,L,,,,,,,,
16,366331.7850,8710674.0864,3452.2896,L,,,,,,,,
17,366333.7822,8710674.2220,3452.1292,L,,,,,,,,
18,366335.3064,8710673.6301,3452.1479,L,,,,,,,,
19,366337.4923,8710673.5021,3452.2434,L,,,,,,,,
20,366338.5098,8710672.8947,3452.2080,L,,,,,,,,
21,366339.4110,8710673.0453,3452.2553,L,,,,,,,,
22,366340.5838,8710672.1361,3452.2013,L,,,,,,,,
23,366340.9033,8710671.8075,3452.1126,L,,,,,,,,
24,366341.0198,8710670.6290,3452.0866,L,,,,,,,,
25,366341.3361,8710669.5192,3452.1004,L,,,,,,,,
26,366341.0155,8710668.1218,3452.0369,L,,,,,,,,
27,366341.0231,8710666.8271,3452.1264,L,,,,,,,,
28,366340.8196,8710665.3104,3452.1087,L,,,,,,,,
29,366340.6906,8710663.3041,3452.0701,L,,,,,,,,
30,366340.2639,8710660.7451,3452.1078,L,,,,,,,,
31,366340.3261,8710659.4272,3452.1349,L,,,,,,,,
32,366340.5347,8710658.4703,3452.1293,L,,,,,,,,
33,366342.5862,8710658.1341,3452.0096,L,,,,,,,,
34,366343.4928,8710658.1794,3452.0034,L,,,,,,,,
35,366344.0239,8710658.6361,3451.9788,L,,,,,,,,
36,366344.4521,8710659.1114,3452.0037,L,,,,,,,,
37,366344.7692,8710662.0413,3452.0246,L,,,,,,,,
38,366344.9618,8710663.6414,3452.0839,L,,,,,,,,
39,366345.3033,8710665.2009,3452.1367,L,,,,,,,,
40,366345.4812,8710666.3760,3452.1702,L,,,,,,,,
41,366345.2621,8710668.3766,3452.1478,L,,,,,,,,
42,366345.7532,8710670.0945,3452.1321,L,,,,,,,,
43,366345.8647,8710672.1350,3452.2228,L,,,,,,,,
44,366346.2219,8710672.9638,3452.2158,L,,,,,,,,
45,366345.9808,8710673.2656,3452.2287,L,,,,,,,,
46,366343.4382,8710674.0775,3454.9195,T,,,,,,,,
47,366343.3440,8710673.0463,3454.9035,T,,,,,,,,
48,366343.2275,8710671.8898,3454.9820,T,,,,,,,,
49,366343.1554,8710670.9197,3455.0603,T,,,,,,,,
50,366343.0578,8710669.8197,3454.9534,T,,,,,,,,
51,366342.8886,8710668.1138,3455.0761,T,,,,,,,,
52,366342.7871,8710666.5844,3455.0511,T,,,,,,,,
53,366342.6595,8710664.9642,3455.2178,T,,,,,,,,
54,366342.6081,8710664.3215,3454.9845,T,,,,,,,,
55,366342.4472,8710662.2950,3455.1635,T,,,,,,,,
56,366342.4020,8710661.7189,3454.9267,T,,,,,,,,
57,366342.2212,8710659.4340,3454.9355,T,,,,,,,,
58,366342.1470,8710658.4943,3454.8246,T,,,,,,,,
59,366342.1277,8710658.2587,3454.5967,T,,,,,,,,
60,366342.1128,8710658.0688,3453.9502,T,,,,,,,,
61,366342.1053,8710657.9706,3453.0994,T,,,,,,,,
62,366342.2759,8710660.1356,3450.9148,P,,,,,,,,
63,366342.5280,8710663.2853,3450.9551,P,,,,,,,,
64,366342.8289,8710667.0911,3450.9265,P,,,,,,,,
65,366343.1046,8710669.5678,3450.9930,P,,,,,,,,
66,366343.2518,8710671.8265,3451.0049,P,,,,,,,,
67,366343.3884,8710673.8874,3451.0245,P,,,,,,,,
68,366330.8885,8710676.2052,3453.1667,T,,,,,,,,
69,366330.8487,8710676.2083,3453.9018,T,,,,,,,,
70,366331.0909,8710676.3731,3454.5728,T,,,,,,,,
71,366331.2739,8710676.4189,3454.9620,T,,,,,,,,
72,366334.1430,8710676.3227,3454.7941,T,,,,,,,,
73,366336.2771,8710676.3563,3455.0946,T,,,,,,,,
74,366338.5124,8710676.5948,3455.2100,T,,,,,,,,
75,366340.6888,8710676.4233,3454.9802,T,,,,,,,,
76,366342.1756,8710676.6256,3454.9815,T,,,,,,,,
77,366343.2600,8710676.1861,3454.9084,T,,,,,,,,
78,366331.8166,8710676.2124,3451.1910,P,,,,,,,,
79,366333.5924,8710676.1113,3451.0296,P,,,,,,,,
80,366341.4371,8710675.9719,3451.0252,P,,,,,,,,
81,366342.5294,8710675.8157,3451.0292,P,,,,,,,,
