2,366376.2982,8710960.1128,3561.9521,SEC,,,,,,,,
3,366376.2057,8710961.5415,3563.8415,SEC,,,,,,,,
4,366376.0909,8710962.0159,3564.7887,SEC,,,,,,,,
5,366375.1325,8710954.5733,3565.1605,SEC,,,,,,,,
6,366375.3920,8710962.0920,3565.4414,SEC,,,,,,,,
7,366373.2442,8710959.2869,3565.9742,SEC,,,,,,,,
8,366372.4767,8710959.4387,3565.9749,SEC,,,,,,,,
9,366372.3471,8710961.3638,3565.8010,SEC,,,,,,,,
10,366371.9132,8710961.3534,3565.4207,SEC,,,,,,,,
11,366371.7249,8710961.4832,3564.2378,SEC,,,,,,,,
12,366371.8266,8710961.7652,3563.5811,SEC,,,,,,,,
13,366371.7004,8710961.4153,3562.3241,SEC,,,,,,,,
1,366373.5250,8710960.2974,3562.2162,SEC,,,,,,,,
2,366376.6683,8710963.3241,3562.4441,SEC,,,,,,,,
3,366376.7679,8710963.7274,3563.8794,SEC,,,,,,,,
4,366376.6725,8710963.2845,3564.4582,SEC,,,,,,,,
5,366376.6585,8710963.7372,3565.0881,SEC,,,,,,,,
6,366376.3228,8710963.7348,3565.6543,SEC,,,,,,,,
7,366376.0134,8710963.7588,3565.6543,SEC,,,,,,,,
8,366375.7835,8710963.7816,3565.6543,SEC,,,,,,,,
9,366375.4075,8710963.7496,3566.3323,SEC,,,,,,,,
10,366374.6278,8710964.4186,3566.3031,SEC,,,,,,,,
11,366373.9329,8710965.3848,3566.2282,SEC,,,,,,,,
12,366373.4244,8710965.5475,3566.2282,SEC,,,,,,,,
13,366372.8323,8710964.9033,3565.6972,SEC,,,,,,,,
14,366372.5358,8710965.0732,3565.2953,SEC,,,,,,,,
15,366372.3037,8710965.1713,3565.2953,SEC,,,,,,,,
16,366371.8888,8710964.5833,3564.1172,SEC,,,,,,,,
17,366372.1114,8710964.5758,3562.7787,SEC,,,,,,,,
1,366375.0835,8710966.8905,3562.9433,SEC,,,,,,,,
2,366377.4149,8710966.8323,3563.2572,SEC,,,,,,,,
3,366377.4244,8710966.4852,3564.4161,SEC,,,,,,,,
4,366377.3086,8710966.4295,3565.0790,SEC,,,,,,,,
5,366377.2098,8710966.4476,3565.0917,SEC,,,,,,,,
6,366377.1159,8710966.4473,3565.0917,SEC,,,,,,,,
7,366376.8500,8710967.1955,3566.2192,SEC,,,,,,,,
8,366376.5386,8710967.2107,3566.2192,SEC,,,,,,,,
9,366375.9527,8710967.2687,3566.2192,SEC,,,,,,,,
10,366375.2892,8710967.0268,3566.7579,SEC,,,,,,,,
11,366374.4740,8710967.1906,3566.7622,SEC,,,,,,,,
12,366373.9707,8710967.4055,3566.5611,SEC,,,,,,,,
13,366373.4729,8710967.5772,3566.1719,SEC,,,,,,,,
14,366373.3098,8710967.6477,3566.1719,SEC,,,,,,,,
15,366373.1819,8710967.7056,3566.1719,SEC,,,,,,,,
16,366373.0680,8710967.7590,3566.1719,SEC,,,,,,,,
17,366372.9802,8710967.8015,3566.1719,SEC,,,,,,,,
18,366373.1925,8710968.2256,3564.2745,SEC,,,,,,,,
1,366376.0941,8710970.0476,3563.4042,SEC,,,,,,,,
2,366378.4931,8710969.9540,3563.9102,SEC,,,,,,,,
3,366378.3871,8710969.9586,3564.0790,SEC,,,,,,,,
4,366378.3465,8710970.0634,3565.5278,SEC,,,,,,,,
5,366378.2472,8710970.0450,3565.5267,SEC,,,,,,,,
6,366378.1827,8710970.0962,3565.9431,SEC,,,,,,,,
7,366377.8981,8710969.8811,3566.1099,SEC,,,,,,,,
8,366377.5052,8710970.2485,3566.5303,SEC,,,,,,,,
9,366377.1645,8710969.9739,3566.6966,SEC,,,,,,,,
10,366376.4238,8710970.5530,3567.0404,SEC,,,,,,,,
11,366375.6913,8710970.7337,3567.0753,SEC,,,,,,,,
12,366375.0260,8710971.1639,3566.8765,SEC,,,,,,,,
13,366374.6063,8710971.0325,3566.4490,SEC,,,,,,,,
14,366374.4242,8710971.1847,3565.7797,SEC,,,,,,,,
15,366374.2317,8710971.2944,3565.7806,SEC,,,,,,,,
16,366374.1245,8710971.1746,3564.5554,SEC,,,,,,,,
17,366374.1262,8710971.1736,3564.5554,SEC,,,,,,,,
1,366376.8476,8710973.3398,3563.7791,SEC,,,,,,,,
2,366378.8878,8710973.8950,3563.7776,SEC,,,,,,,,
3,366379.2979,8710973.3178,3565.5160,SEC,,,,,,,,
4,366378.8675,8710973.5062,3566.0551,SEC,,,,,,,,
5,366378.7121,8710973.1486,3566.4809,SEC,,,,,,,,
6,366378.5231,8710973.3004,3566.9791,SEC,,,,,,,,
7,366378.1670,8710973.5122,3567.3532,SEC,,,,,,,,
8,366377.3480,8710973.8962,3567.3986,SEC,,,,,,,,
9,366376.5761,8710974.1329,3567.4261,SEC,,,,,,,,
10,366376.0457,8710974.2657,3567.1358,SEC,,,,,,,,
11,366375.5824,8710974.4809,3566.9100,SEC,,,,,,,,
12,366375.2118,8710974.5099,3566.3122,SEC,,,,,,,,
13,366375.0211,8710974.5521,3565.6444,SEC,,,,,,,,
14,366374.9364,8710974.4338,3565.1245,SEC,,,,,,,,
15,366375.0577,8710974.5047,3564.0388,SEC,,,,,,,,
1,366378.2926,8710975.9620,3564.1505,SEC,,,,,,,,
2,366378.2941,8710975.9696,3564.1514,SEC,,,,,,,,
3,366379.8375,8710975.4944,3565.1977,SEC,,,,,,,,
4,366379.8261,8710975.4564,3565.1977,SEC,,,,,,,,
5,366379.7989,8710975.3727,3565.1977,SEC,,,,,,,,
6,366379.5735,8710975.3412,3567.2754,SEC,,,,,,,,
7,366377.8121,8710975.9159,3567.7421,SEC,,,,,,,,
8,366376.6188,8710976.3195,3567.5910,SEC,,,,,,,,
9,366376.0404,8710976.3594,3567.1626,SEC,,,,,,,,
10,366375.6745,8710976.4985,3566.4830,SEC,,,,,,,,
11,366375.4270,8710976.5350,3565.7882,SEC,,,,,,,,
12,366375.5981,8710976.5101,3564.9585,SEC,,,,,,,,
13,366375.7527,8710976.4875,3564.2482,SEC,,,,,,,,
14,366379.5397,8710979.1557,3564.5446,SEC,,,,,,,,
15,366381.1550,8710977.7913,3564.7378,SEC,,,,,,,,
16,366381.2327,8710977.7507,3565.8084,SEC,,,,,,,,
17,366381.1146,8710977.7570,3566.9113,SEC,,,,,,,,
18,366380.7067,8710977.6112,3567.4807,SEC,,,,,,,,
19,366380.6575,8710977.7357,3567.8754,SEC,,,,,,,,
20,366380.2816,8710978.4281,3567.8765,SEC,,,,,,,,
21,366379.0230,8710978.5158,3568.3040,SEC,,,,,,,,
22,366378.3311,8710978.8093,3568.1830,SEC,,,,,,,,
23,366377.9341,8710979.3732,3567.8193,SEC,,,,,,,,
24,366377.5968,8710979.4370,3567.8176,SEC,,,,,,,,
25,366377.4730,8710980.0641,3566.4145,SEC,,,,,,,,
26,366377.4601,8710979.9101,3565.6294,SEC,,,,,,,,
27,366377.4671,8710979.9897,3564.7719,SEC,,,,,,,,
1,366381.5992,8710981.9455,3565.0456,SEC,,,,,,,,
2,366379.3881,8710982.7000,3564.9451,SEC,,,,,,,,
3,366379.4487,8710983.3448,3566.1665,SEC,,,,,,,,
4,366379.2757,8710982.5237,3566.2755,SEC,,,,,,,,
5,366379.5670,8710982.4162,3566.2755,SEC,,,,,,,,
6,366379.8631,8710982.2158,3567.8805,SEC,,,,,,,,
7,366380.1339,8710981.7432,3568.6377,SEC,,,,,,,,
8,366380.8254,8710981.3023,3568.6377,SEC,,,,,,,,
9,366381.2942,8710980.8484,3568.9041,SEC,,,,,,,,
10,366381.5745,8710980.6366,3568.7478,SEC,,,,,,,,
11,366382.2152,8710979.8690,3568.7478,SEC,,,,,,,,
12,366382.7717,8710979.8383,3568.3627,SEC,,,,,,,,
13,366382.5387,8710979.5702,3567.1607,SEC,,,,,,,,
14,366382.9686,8710979.8127,3566.1475,SEC,,,,,,,,
15,366382.9141,8710979.7994,3565.1838,SEC,,,,,,,,
1,366383.7788,8710984.6978,3565.4565,SEC,,,,,,,,
2,366382.0281,8710985.8219,3565.4565,SEC,,,,,,,,
3,366381.9338,8710985.6342,3566.6477,SEC,,,,,,,,
4,366381.9703,8710985.4044,3567.5393,SEC,,,,,,,,
5,366381.9735,8710985.3447,3568.3023,SEC,,,,,,,,
6,366381.9952,8710985.0671,3568.7257,SEC,,,,,,,,
7,366382.1854,8710984.9277,3569.1977,SEC,,,,,,,,
8,366382.6404,8710984.3716,3569.3627,SEC,,,,,,,,
9,366383.4718,8710983.7527,3569.4382,SEC,,,,,,,,
10,366383.7499,8710983.5347,3569.4535,SEC,,,,,,,,
11,366383.7410,8710983.5153,3569.4422,SEC,,,,,,,,
12,366384.5693,8710982.4764,3568.8796,SEC,,,,,,,,
13,366384.6591,8710982.3670,3568.8796,SEC,,,,,,,,
14,366385.3232,8710982.6647,3567.8244,SEC,,,,,,,,
15,366385.3227,8710982.6654,3567.8244,SEC,,,,,,,,
16,366385.8070,8710983.0762,3565.6518,SEC,,,,,,,,
1,366386.4643,8710987.3886,3565.9646,SEC,,,,,,,,
2,366384.8018,8710988.5240,3566.1402,SEC,,,,,,,,
3,366384.2528,8710988.1309,3567.2271,SEC,,,,,,,,
4,366609.8765,8711355.1945,3642.9549,SEC,,,,,,,,
5,366384.3819,8710987.5847,3568.5667,SEC,,,,,,,,
6,366384.7172,8710987.6340,3569.1936,SEC,,,,,,,,
7,366384.9013,8710987.4265,3569.5078,SEC,,,,,,,,
8,366385.1415,8710987.2039,3569.6297,SEC,,,,,,,,
9,366385.4328,8710986.8507,3569.8028,SEC,,,,,,,,
10,366386.3517,8710986.5584,3569.9195,SEC,,,,,,,,
11,366386.7412,8710985.1303,3569.8054,SEC,,,,,,,,
12,366386.9336,8710984.9168,3569.8054,SEC,,,,,,,,
13,366387.2341,8710985.1805,3568.3749,SEC,,,,,,,,
14,366387.2338,8710985.1817,3568.3570,SEC,,,,,,,,
15,366387.6353,8710985.5836,3565.9827,SEC,,,,,,,,
